ASN00023000,18550101,PRCP,0,,,a,
BE000006447,18550101,TMAX,82,,,I,
BE000006447,18550101,TMIN,43,,,I,
CA006158350,18550101,TMAX,-39,,I,C,
CA006158350,18550101,TMIN,-61,,,C,
CA006158350,18550101,PRCP,0,,,C,
CA006158350,18550101,SNOW,0,,,C,
EZE00100082,18550101,TMAX,55,,,E,
EZE00100082,18550101,TMIN,12,,,E,
EZE00100082,18550101,PRCP,36,,,E,
GM000004204,18550101,TMAX,79,,,E,
GM000004204,18550101,TMIN,25,,,E,
GM000004204,18550101,PRCP,3,,,E,
GME00127462,18550101,TMAX,50,,,E,
GME00127462,18550101,TMIN,38,,,E,
GME00127462,18550101,PRCP,0,,,E,
ITE00100550,18550101,TMAX,59,,,E,
ITE00100550,18550101,TMIN,-21,,,E,
ITE00100550,18550101,PRCP,0,,,E,
ITE00100552,18550101,PRCP,0,,,E,
ITE00100553,18550101,PRCP,0,,,E,
ITE00100554,18550101,TMAX,131,,,E,
ITE00100554,18550101,TMIN,14,,,E,
ITE00105250,18550101,PRCP,0,,,E,
NLE00100499,18550101,PRCP,19,,,E,
NLM00006235,18550101,PRCP,51,,,E,
SF000208660,18550101,PRCP,46,,,I,
SWE00139148,18550101,TMAX,-1,,,E,
SWE00139148,18550101,TMIN,-68,,,E,
SWE00139148,18550101,PRCP,0,,,E,
UK000047811,18550101,TMAX,122,,,E,
UK000047811,18550101,TMIN,71,,,E,
UK000047811,18550101,PRCP,0,,,E,
UK000056225,18550101,TMAX,108,,,E,
UK000056225,18550101,TMIN,63,,,E,
UK000056225,18550101,PRCP,0,,,E,
USC00047738,18550101,PRCP,406,,,0,
USC00298072,18550101,PRCP,0,,,F,
USC00361920,18550101,PRCP,0,,,F,
USC00381310,18550101,PRCP,0,,,F,
ASN00023000,18550102,PRCP,0,,,a,
BE000006447,18550102,TMAX,65,,,I,
BE000006447,18550102,TMIN,33,,,I,
CA006158350,18550102,TMAX,50,,,C,
CA006158350,18550102,TMIN,-17,,,C,
CA006158350,18550102,PRCP,0,,,C,
CA006158350,18550102,SNOW,0,,,C,
EZE00100082,18550102,TMAX,20,,,E,
EZE00100082,18550102,TMIN,8,,,E,
EZE00100082,18550102,PRCP,10,,,E,
GM000004204,18550102,TMAX,25,,,E,
GM000004204,18550102,TMIN,1,,,E,
GM000004204,18550102,PRCP,36,,,E,
GME00127462,18550102,TMAX,38,,,E,
GME00127462,18550102,TMIN,8,,,E,
GME00127462,18550102,PRCP,0,,,E,
ITE00100550,18550102,TMAX,125,,,E,
ITE00100550,18550102,TMIN,-10,,,E,
ITE00100550,18550102,PRCP,0,,,E,
ITE00100552,18550102,PRCP,0,,,E,
ITE00100553,18550102,PRCP,0,,,E,
ITE00100554,18550102,TMAX,144,,,E,
ITE00100554,18550102,TMIN,19,,,E,
ITE00105250,18550102,PRCP,0,,,E,
NLE00100499,18550102,PRCP,0,,,E,
NLM00006235,18550102,PRCP,0,,,E,
SF000208660,18550102,PRCP,0,,,I,
SWE00139148,18550102,TMAX,-2,,,E,
SWE00139148,18550102,TMIN,-63,,,E,
SWE00139148,18550102,PRCP,0,,,E,
UK000047811,18550102,TMAX,111,,,E,
UK000047811,18550102,TMIN,74,,,E,
UK000047811,18550102,PRCP,10,,,E,
UK000056225,18550102,TMAX,106,,,E,
UK000056225,18550102,TMIN,52,,,E,
UK000056225,18550102,PRCP,1,,,E,
USC00047738,18550102,PRCP,0,P,,0,
USC00298072,18550102,PRCP,23,,,F,
USC00361920,18550102,PRCP,0,,,F,
USC00381310,18550102,PRCP,0,,,F,
ASN00023000,18550103,PRCP,0,,,a,
BE000006447,18550103,TMAX,71,,,I,
BE000006447,18550103,TMIN,30,,,I,
CA006158350,18550103,TMAX,78,,,C,
CA006158350,18550103,TMIN,11,,,C,
CA006158350,18550103,PRCP,0,,,C,
CA006158350,18550103,SNOW,0,,,C,
EZE00100082,18550103,TMAX,19,,,E,
EZE00100082,18550103,TMIN,-3,,,E,
EZE00100082,18550103,PRCP,2,,,E,
GM000004204,18550103,TMAX,19,,,E,
GM000004204,18550103,TMIN,3,,,E,
GM000004204,18550103,PRCP,105,,,E,
GME00127462,18550103,TMAX,16,,,E,
GME00127462,18550103,TMIN,-24,,,E,
GME00127462,18550103,PRCP,91,,,E,
ITE00100550,18550103,TMAX,54,,,E,
ITE00100550,18550103,TMIN,10,,,E,
ITE00100550,18550103,PRCP,0,,,E,
ITE00100552,18550103,PRCP,0,,,E,
ITE00100553,18550103,PRCP,0,,,E,
ITE00100554,18550103,TMAX,46,,,E,
ITE00100554,18550103,TMIN,-10,,,E,
ITE00105250,18550103,PRCP,0,,,E,
NLE00100499,18550103,PRCP,5,,,E,
NLM00006235,18550103,PRCP,0,,,E,
SF000208660,18550103,PRCP,0,,,I,
SWE00139148,18550103,TMAX,-52,,,E,
SWE00139148,18550103,TMIN,-157,,,E,
SWE00139148,18550103,PRCP,0,,,E,
UK000047811,18550103,TMAX,94,,,E,
UK000047811,18550103,TMIN,58,,,E,
UK000047811,18550103,PRCP,4,,,E,
UK000056225,18550103,TMAX,82,,,E,
UK000056225,18550103,TMIN,51,,,E,
UK000056225,18550103,PRCP,0,,,E,
USC00047738,18550103,PRCP,0,P,,0,
USC00298072,18550103,PRCP,0,,,F,
USC00361920,18550103,PRCP,0,,,F,
USC00381310,18550103,PRCP,0,,,F,
ASN00023000,18550104,PRCP,0,,,a,
BE000006447,18550104,TMAX,74,,,I,
BE000006447,18550104,TMIN,53,,,I,
CA006158350,18550104,TMAX,89,,,C,
CA006158350,18550104,TMIN,-50,,,C,
CA006158350,18550104,PRCP,18,,,C,
CA006158350,18550104,SNOW,0,,,C,
EZE00100082,18550104,TMAX,62,,,E,
EZE00100082,18550104,TMIN,12,,,E,
EZE00100082,18550104,PRCP,0,,,E,
GM000004204,18550104,TMAX,69,,,E,
GM000004204,18550104,TMIN,11,,,E,
GM000004204,18550104,PRCP,2,,,E,
GME00127462,18550104,TMAX,38,,,E,
GME00127462,18550104,TMIN,0,,,E,
GME00127462,18550104,PRCP,0,,,E,
ITE00100550,18550104,TMAX,46,,,E,
ITE00100550,18550104,TMIN,-6,,,E,
ITE00100550,18550104,PRCP,0,,,E,
ITE00100552,18550104,PRCP,0,,,E,
ITE00100553,18550104,PRCP,0,,,E,
ITE00100554,18550104,TMAX,63,,,E,
ITE00100554,18550104,TMIN,-5,,,E,
ITE00105250,18550104,PRCP,0,,,E,
NLE00100499,18550104,PRCP,0,,,E,
NLM00006235,18550104,PRCP,2,,,E,
SF000208660,18550104,PRCP,0,,,I,
SWE00139148,18550104,TMAX,-42,,,E,
SWE00139148,18550104,TMIN,-144,,,E,
SWE00139148,18550104,PRCP,0,,,E,
UK000047811,18550104,TMAX,91,,,E,
UK000047811,18550104,TMIN,62,,,E,
UK000047811,18550104,PRCP,1,,,E,
UK000056225,18550104,TMAX,101,,,E,
UK000056225,18550104,TMIN,76,,,E,
UK000056225,18550104,PRCP,0,,,E,
USC00047738,18550104,PRCP,203,,,0,
USC00298072,18550104,PRCP,84,,,F,
USC00361920,18550104,PRCP,15,,,F,
USC00381310,18550104,PRCP,0,,,F,
ASN00023000,18550105,PRCP,0,,,a,
BE000006447,18550105,TMAX,76,,,I,
BE000006447,18550105,TMIN,47,,,I,
CA006158350,18550105,TMAX,39,,,C,
CA006158350,18550105,TMIN,-56,,,C,
CA006158350,18550105,PRCP,10,,,C,
CA006158350,18550105,SNOW,0,,,C,
EZE00100082,18550105,TMAX,54,,,E,
EZE00100082,18550105,TMIN,35,,,E,
EZE00100082,18550105,PRCP,0,,,E,
GM000004204,18550105,TMAX,68,,,E,
GM000004204,18550105,TMIN,39,,,E,
GM000004204,18550105,PRCP,0,,,E,
GME00127462,18550105,TMAX,50,,,E,
GME00127462,18550105,TMIN,31,,,E,
GME00127462,18550105,PRCP,0,,,E,
ITE00100550,18550105,TMAX,65,,,E,
ITE00100550,18550105,TMIN,-4,,,E,
ITE00100550,18550105,PRCP,0,,,E,
ITE00100552,18550105,PRCP,0,,,E,
ITE00100553,18550105,PRCP,0,,,E,
ITE00100554,18550105,TMAX,61,,,E,
ITE00100554,18550105,TMIN,-6,,,E,
ITE00105250,18550105,PRCP,1,,,E,
NLE00100499,18550105,PRCP,0,,,E,
NLM00006235,18550105,PRCP,0,,,E,
SF000208660,18550105,PRCP,0,,,I,
SWE00139148,18550105,TMAX,35,,,E,
SWE00139148,18550105,TMIN,-47,,,E,
SWE00139148,18550105,PRCP,72,,,E,
UK000047811,18550105,TMAX,111,,,E,
UK000047811,18550105,TMIN,68,,,E,
UK000047811,18550105,PRCP,0,,,E,
UK000056225,18550105,TMAX,106,,,E,
UK000056225,18550105,TMIN,62,,,E,
UK000056225,18550105,PRCP,0,,,E,
USC00047738,18550105,PRCP,0,P,,0,
USC00298072,18550105,PRCP,38,,,F,
USC00361920,18550105,PRCP,0,,,F,
USC00381310,18550105,PRCP,0,,,F,
ASN00023000,18550106,PRCP,0,,,a,
BE000006447,18550106,TMAX,81,,,I,
BE000006447,18550106,TMIN,57,,,I,
CA006158350,18550106,TMAX,94,,,C,
CA006158350,18550106,TMIN,28,,,C,
CA006158350,18550106,PRCP,5,,,C,
CA006158350,18550106,SNOW,0,,,C,
EZE00100082,18550106,TMAX,56,,,E,
EZE00100082,18550106,TMIN,35,,,E,
EZE00100082,18550106,PRCP,1,,,E,
GM000004204,18550106,TMAX,70,,,E,
GM000004204,18550106,TMIN,44,,,E,
GM000004204,18550106,PRCP,0,,,E,
GME00127462,18550106,TMAX,63,,,E,
GME00127462,18550106,TMIN,39,,,E,
GME00127462,18550106,PRCP,0,,,E,
ITE00100550,18550106,TMAX,66,,,E,
ITE00100550,18550106,TMIN,3,,,E,
ITE00100550,18550106,PRCP,0,,,E,
ITE00100552,18550106,PRCP,18,,,E,
ITE00100553,18550106,PRCP,0,,,E,
ITE00100554,18550106,TMAX,69,,,E,
ITE00100554,18550106,TMIN,-9,,,E,
ITE00105250,18550106,PRCP,0,,,E,
NLE00100499,18550106,PRCP,5,,,E,
NLM00006235,18550106,PRCP,3,,,E,
SF000208660,18550106,PRCP,0,,,I,
SWE00139148,18550106,TMAX,24,,,E,
SWE00139148,18550106,TMIN,-29,,,E,
SWE00139148,18550106,PRCP,0,,,E,
UK000047811,18550106,TMAX,97,,,E,
UK000047811,18550106,TMIN,46,,,E,
UK000047811,18550106,PRCP,6,,,E,
UK000056225,18550106,TMAX,86,,,E,
UK000056225,18550106,TMIN,68,,,E,
UK000056225,18550106,PRCP,0,,,E,
USC00047738,18550106,PRCP,0,P,,0,
USC00298072,18550106,PRCP,0,,,F,
USC00361920,18550106,PRCP,0,,,F,
USC00381310,18550106,PRCP,3,,,F,
ASN00023000,18550107,PRCP,0,,,a,
BE000006447,18550107,TMAX,83,,,I,
BE000006447,18550107,TMIN,54,,,I,
CA006158350,18550107,TMAX,89,,,C,
CA006158350,18550107,TMIN,-67,,,C,
CA006158350,18550107,PRCP,0,,,C,
CA006158350,18550107,SNOW,0,,,C,
EZE00100082,18550107,TMAX,66,,,E,
EZE00100082,18550107,TMIN,43,,,E,
EZE00100082,18550107,PRCP,0,,,E,
GM000004204,18550107,TMAX,76,,,E,
GM000004204,18550107,TMIN,55,,,E,
GM000004204,18550107,PRCP,0,,,E,
GME00127462,18550107,TMAX,66,,,E,
GME00127462,18550107,TMIN,-13,,,E,
GME00127462,18550107,PRCP,19,,,E,
